nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"TALK ENGLISH AFRICA","CL CAMINO DE HOYARRASA (DEL) 12",28109,"CASCO URBANO",+34913152944,NO DISPONIBLE,"info@talkenglishafrica.com","http://www.talkenglishafrica.com","LUCIA","","AGENCIAS DE VIAJES","AGENCIA DE VIAJES",40.52805421,-3.62666726
"TALLER CASABLANCA","AV DOCTOR SEVERO OCHOA (DEL) 38 - NAVE 1-5",28100,"PARQUE EMP. CASABLANCA",+34916624340,NO DISPONIBLE,"info@neumaticosglobal.com","http://www.neumaticosglobal.com","DIEGO ALFARO GARCIA PUERTA","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE REPARACION DE VEHICULOS Y NEUMATICOS",40.54091291,-3.65506360
"TALLER VIPAL","CL SAN BERNARDO (DE) 10",28108,"POLIGONO INDUSTRIAL",+34916616026,+34916616026,"tallervipal@yahoo.es","http://www.tallervipal.com/es","GEMA MAYORAL","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","REPARACION DEL AUTOMOVIL: MECANICA Y ELECTRICIDAD",40.53581963,-3.64634183
"TALLERES FRAILE","CL GRANJA (DE LA) 86 - NAVE 18",28108,"POLIGONO INDUSTRIAL",+34630894428,NO DISPONIBLE,"talleresfraile@talleresfraile.com","http://www.talleresfraile.com","JOSE MARIA PAREDES","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER ELECTROMECANICO",40.53538748,-3.65671522
"TALLERES HITACAR","CL GRANJA (DE LA) 86 - NAVE 7",28108,"POLIGONO INDUSTRIAL",+34916614000,+34916614000,"tallereshitacar@eurotaller.com","http://www.tallereshitacar.es","ANGEL HITA GARCIA","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE REPARACION DE AUTOMOVILES",40.53538748,-3.65671522
"TALLERES MANUEL MONTOYA","CL VALGRANDE (DE) 18",28108,"POLIGONO INDUSTRIAL",+34916572523,+34916572523,"talleresm.montoya@gmail.com","NO DISPONIBLE","MANUEL MONTOYA","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","MECÁNICA",40.53905172,-3.65110634
"TALLERES MIGUEL FORNELL","CL SAN BERNARDO (DE) 14",28108,"POLIGONO INDUSTRIAL",+34916611405,+34916611405,"talleresmf@hotmail.com","NO DISPONIBLE","JOSE PEREZ ORDOÑEZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER DE CHAPA Y PINTURA PARA VEHICULOS DE AUTOMOCION",40.53594296,-3.64593661
"TALLERES PAMA","CL VALPORTILLO II (DE) 6",28108,"POLIGONO INDUSTRIAL",916624244 /  916615668,+34916617710,"tallerespama.sl@telefonica.net","http://www.tallerespama.com","FRANCISCO CRUZ PEREZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","CARROCERIA",40.53318462,-3.65565272
"TALLERES VITALCAR MIKAR","AV INDUSTRIA (DE LA) 32 NAVE 7 Y 8",28108,"POLIGONO INDUSTRIAL",+34670537655,NO DISPONIBLE,"tallervitalcar@gmail.com","http://www.tallervitalcar.es","MARIO MIRAS LAHORA","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","CHAPA Y PINTURA",40.53412153,-3.65245488
"TALLERES YOAL, S.L.","CL SANTA ISABEL (DE) 23",28108,"POLIGONO INDUSTRIAL",+34916612882,+34916612882,"talleresyoal@gmail.com","http://www.talleresyoal.es","BONIFACIO ESTEBAN MONEDERO","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","REPARACION DE AUTOMOVILES",40.53611024,-3.64424626
"TAMEPA, S.A.","CL GUZMAN EL BUENO (DE) 14",28108,"POLIGONO INDUSTRIAL",916612875/916619192,+34916614808,"tamepa@tamepasa.com","http://www.tamepasa.com","ESTHER RUIZ TORRENTE","","PRODUCCION DE PIEZAS DE PRECISION. RODAMIENTOS","MECANICA Y PRODUCCION DE PIEZAS DE PRECISION PARA EL SECTOR FARMACEUTICO, ALIMENTICIO Y AUTOMOCION",40.52925946,-3.65589277
"TAMSCAR - AUDIO","AV VALDELAPARRA (DE) 35 - NAVE C",28100,"POLIGONO INDUSTRIAL",+34916638470,NO DISPONIBLE,"INFO@TAMSCAR-AUDIO.ES","http://www.tamscar-audio.es","OSCAR RUIZ MERINO","","REPUESTOS Y ACCESORIOS  DE VEHICULOS","AUDIO AUTOMOVIL, ELECTRONICA, ACCESORIOS Y CARAVANAS",40.53915955,-3.64939766
"TATA COMUNICATIONS","AV DOCTOR SEVERO OCHOA (DEL) 51 4ªPLANTA",28100,"PARQUE EMP. CASABLANCA",916574890 / 660582005,NO DISPONIBLE,"officespain@tatacomunications.com","http://www.tatacommunications.com","MAYTE / MACARENA SANZ","","INFORMATICA","TELECOMUNICACIONES",40.54041992,-3.65466504
"TAX ECONOMISTAS Y ABOGADOS","CL SAN JOSE ARTESANO (DE) 1 -PORTAL 2 PLANTA 2",28108,"POLIGONO INDUSTRIAL",914840476 - 915712861,+34916617272,"alcobendas@tax.es/frodriguez@tax.es","http://www.tax.es","FRANCISCO RODRIGUEZ MIRANDA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ASESORIA DE EMPRESAS - LABORAL CONTABLE - FISCAL Y JURIDICA.",40.52979004,-3.65666286
"TBF","CR FUENCARRAL (DE) 44 PORTAL 8, BAJO, LOCAL 5",28108,"POLIGONO INDUSTRIAL",628011242/914267293,NO DISPONIBLE,"victoria.garcia@thebarterfactory.es","http://www.thebarterfactory.es","VICTORIA GARCIA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","PUBLICIDAD, AGENCIA MEDIOS Y VENTA DE VEHICULOS",40.51888227,-3.65470622
"TEBIS IBERIA","CR FUENCARRAL (DE) 44",28108,"POLIGONO INDUSTRIAL",+34916624354,NO DISPONIBLE,"info@tebis.es","http://www.tebis.com","FRANCISCO MORENO","","INFORMATICA","VENTA DE SOFTWARE DE DISEÑO",40.51888227,-3.65470622
"TECARTOP","PS VALDELASFUENTES (DE) 10 - PORTAL 12 4º A",28100,"CASCO URBANO",+34656434466,NO DISPONIBLE,"info@tecartop.com","http://www.Tecartop.com","RAUL RABADAN ENCINAR","","ESTUDIOS DE DELINEACION, ARQUITECTURA, LICENCIAS DE APERTURA, URBANISMO Y DISEÑO. INGENIERIAS, PROYECTOS","SERVICIOS TOPOGRAFICOS",40.55063003,-3.65306281
"TECNICA 6000","CL REYES CATOLICOS (DE LOS) 6 - NAVE 410",28108,"POLIGONO INDUSTRIAL",+34916622994,NO DISPONIBLE,"t6000@t6000.es","http://www.t6000.es","GONZALO MONTAÑEZ","","INFORMATICA","DESARROLLO HARDWARE Y SOTFWARE",40.53652585,-3.65212849
"TELCOMDIS TECNOLOGIA","CL ARAGONESES (DE LOS) 2 ACCESO 5 Y 6",28108,"POLIGONO INDUSTRIAL",911033001/916233250,+34911033020,"javier.cortina@telcomdis.com","http://www.telcomdis.es","JAVIER CORTINA","","TELEFONIA, TELEFONIA MOVIL","COMERCIALIZACION AL POR MAYOR DE PRODUCTOS ELECTRONICOS DE GRAN CONSUMO",40.52357421,-3.66093000
"TELE-LAVAQUICK","CL VALGRANDE (DE) 21 - NAVE 5",28108,"POLIGONO INDUSTRIAL",+34916616199,+34916616199,"telelavaquick@hotmail.com","NO DISPONIBLE","MANUEL PARIS","","TINTORERIA, LAVANDERIA  Y PLANCHADO","LAVANDERIA INDUSTRIAL",40.53715916,-3.65156135
"TELEMAIL","CL SAN RAFAEL (DE) 10",28108,"POLIGONO INDUSTRIAL",+34914907100,+34916615102,"sminaya@telemail.es","http://www.telemail.es","SUSANA MINAYA GARCIA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","MARKETING Y PUBLICIDAD DIRECTA",40.52569548,-3.65986882
"TELYNET","CL GRANJA (DE LA) 8 - 1º DERECHA",28108,"POLIGONO INDUSTRIAL",+34916622128,+34916622143,"mgomez@telynet.com","http://www.telynet.com","MILAGROS GOMEZ SALGADO","","INFORMATICA","INFORMATICA",40.53103135,-3.65565493
"TEMPO STUDIO RECORDS","CR FUENCARRAL (DE) 44 -BLOQUE 5 PUERTA 25",28108,"POLIGONO INDUSTRIAL",+34665642641,NO DISPONIBLE,"info@tempostudiorecords.com","http://www.tempostudiosrecords.com","GERMAN GONZALEZ SAGARRA","","DISCOGRAFIA E INSTRUMENTOS MUSICALES. SALAS DE ENSAYO Y AUDICION","GRABACION DE SONIDO Y EDICCION MUSICAL",40.51888227,-3.65470622
"TENCOOK","CL REYES CATOLICOS (DE LOS) 6 NAVE 307",28108,"POLIGONO INDUSTRIAL",+34626852779,NO DISPONIBLE,"cristina@tencook.com","NO DISPONIBLE","CRISTINA LORING","","SUMINISTROS PARA HOSTELERIA. SERVICIOS DE CATERING","CATERING",40.53652585,-3.65212849
"TENSATOR","AV INDUSTRIA (DE LA) 4 - EDIF-1, ESC-2, 2ºD",28108,"POLIGONO INDUSTRIAL",+34914904148,NO DISPONIBLE,"maribel.rodriguez@newvision.pt","http://www.newvision.es","MARIBEL RODRIGUEZ","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","VENTA DE SISTEMAS INTELIGENTE DE ATENCION AL PUBLICO Y MAQUINAS AUTOSERVICIO",40.53543008,-3.64232167
"TERMOSOLAR PALMA SAETILLA","AV EUROPA (DE) 10",28108,"PARQUE EMP. MORALEJA",+34916576460,+34916624020,"webmail@acciona.es","http://www.acciona.es","NO DISPONIBLE","","DISTRIBUCION DE GAS Y ELECTRICIDAD, ENERGIAS ALTERNATIVAS","PRODUCCION DE ENERGIA TERMICA. CONSTRUCCION, EXPLOTACION, MANTENIMEINTO, CONSERVACION Y REPARACION",40.51943587,-3.65732812
"TEVA PHARMA","CL ANABEL SEGURA (DE) 11 EDIFICIO ALBATROS B 1ªPLANTA",28100,"ARROYO DE LA VEGA",+34915359180,NO DISPONIBLE,"recepcion@tevaes.com","http://www.tevapharma.es","LUIS DE PAZ","","FARMACIAS, ORTOPEDIAS","FABRICACION Y COMERCIALIZACION DE PRODUCTOS FARMACEUTICOS",40.53329719,-3.62708410
"TEVA,","CL VALPORTILLO II (DE) 14 - PLANTA 0",28108,"POLIGONO INDUSTRIAL",914904552/953671082,NO DISPONIBLE,"teva@grupoteva.com","http://www.grupoteva.com","RAUL GARCIA PLATAS","","OBRAS PUBLICAS. SEÑALIZACION DE CARRETERAS Y FERROVIARIAS","CONTROL DE ACCESO A CIUDADES Y GESTION DE CENTROS DE CONTROL DE CAMARAS",40.53318462,-3.65565272
"TEYS","CL GRANJA (DE LA) 8 -BAJO",28108,"POLIGONO INDUSTRIAL",+34911548080,NO DISPONIBLE,"info@teys.eu","http://www.typsa.es","VICTORIA TORTOSA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ESTUDIOS DE MERCADO",40.53103135,-3.65565493
"THE CANDY & TOY FACTORY","CR FUENCARRAL (DE) 44 -KM 3,500 EDIFICIO 7 LOFT 10 Y 11",28108,"POLIGONO INDUSTRIAL",+34914903050,NO DISPONIBLE,"info@candytoyfactory.com","http://www.candytoyfactory.com","PAULA LIZCANO","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","CARAMELOS AL POR MAYOR",40.51888227,-3.65470622
"THE LONELY CATS","CL GRANJA (DE LA) 30 - 2º PLANTA",28108,"POLIGONO INDUSTRIAL",+34916593441,NO DISPONIBLE,"administracion@thelonelycats.com","http://www.thelonelycats.com","ROCIO DOS SANTOS","","INFORMATICA","PROGRAMACION, CONSULTORIA, DESARROLLADORES WEB Y OTRAS ACTIVIDADES RELACIONADAS",40.53131826,-3.65733509
"THE SWATCH GROUP ESPAÑA","CL YUCA (DE LA) 2 EDF. C",28109,"MINI-PARC",913346300 / 913342696,+34913580075,"recepcion@es.swatchgroup.com","http://www.swatch.es","NO DISPONIBLE","","JOYERIAS, RELOJERIAS","FABRICACION Y VENTA DE RELOJES, JOYERIA Y MECANISMOS Y COMPONENTES DE RELOJES",40.54104188,-3.63240185
"THE TREDY COMPANY","CL LAUREL (DEL) 13",28109,"CASCO URBANO",616115296 / 660747399 / 676722479,NO DISPONIBLE,"joaquin.omb@gmail.com","http://www.thetredycompani.com","JOAQUIN ONSES MARIN DE LA BARCENA","","GABINETES PSICOPEDAGOGICOS, LOGOPEDIA, COACHING","PLATAFORMA ECOMMERCE PARA VENDER PRODUCTOS DE TENDENCIA DE NUEVAS EMPRESAS",40.52412928,-3.63875133
"THERMO FISHER","CL VALPORTILLO I (DE) 22 - LETRA A - EDIFICIO CAOBA",28108,"POLIGONO INDUSTRIAL",+34914845965,NO DISPONIBLE,"analyze.es@thermofisher.com","http://www.thermofisher.com","JUAN JOSE MINGUEZ RASCON","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","LABORATORIOS QUÍMICOS",40.53297104,-3.65390467
"THINK AHEAD","CL VALPORTILLO II (DE) 14",28108,"POLIGONO INDUSTRIAL",656550040 / 910149965,NO DISPONIBLE,"info@academiathinkahead.es","http://www.academiathinkahead.es","RAUL GARCIA ARAGONESES","","ACADEMIAS, FORMACION. IDIOMAS. TRADUCCIONES TECNICAS","ACADEMIA DE ENSEÑANZA",40.53318462,-3.65565272
"TINTORERIA LOAN","PS VALDELASFUENTES (DE) 10 - PORTAL 9 LOCAL 2",28100,"CASCO URBANO",912615235 / 669745697,NO DISPONIBLE,"tintorerialoan@hotmail.com","http://www.actiweb.es/tintorerialoan","ANGEL CABALLO MARTIN","","TINTORERIA, LAVANDERIA  Y PLANCHADO","LIMPIEZA Y ARREGLOS DE ROPA",40.55063003,-3.65306281
"TMA MOTORSPORT","CL VALGRANDE (DE) 27 -NAVE 8",28108,"POLIGONO INDUSTRIAL",636976200 / 916622099,NO DISPONIBLE,"tmamotorsport@hotmail.com","http://www.neumaticostmamottorsport.es","MANUEL ALVAREZ","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","TALLER MECANICO DE RUEDAS",40.53913183,-3.65422956
"TMIRA SOLUTIONS","CL VALPORTILLO I (DE) 5 - OFICINA 1B5",28108,"POLIGONO INDUSTRIAL",+34912293560,+34912414758,"jcarrenyo@tmira.com","http://www.tmira.com","JAVIER GARCIA CARREÑO","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","EMPRESA DE INGENIERIA ESPECIALIZADA EN PRODUCTOS Y SERVICIOS PARA LA TV DIGITAL.",40.53033366,-3.65403627
"TNT EXPRESS","AV BRUSELAS (DE) 6 1º 2º Y 3º PLANTA",28108,"ARROYO DE LA VEGA",916606000 / 902111868,+34916606031,"customerservice.es@tnt.com","http://www.tnt.com","MISAEL DIAZ","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","LOGISTICA, TRANPOSTE DE MERCANCIAS NACIONAL E INTERNACIONAL",40.53122456,-3.63228077
"TODO EN VERDE","AV VEGA (DE LA) 3 -PT 6 BJ D",28100,"ARROYO DE LA VEGA",+34601274153,NO DISPONIBLE,"carmen@todoenverdeyellow.com","http://Todoenverdeyellow.com","CARMEN NAVARRO","","REGALOS, BAZAR Y BISUTERIA","REGALO PROMOCIONAL",40.52430775,-3.63872000
"TOLDOS","CL VALGRANDE (DE) 27 -NAVE 9",28108,"POLIGONO INDUSTRIAL",+34916610098,NO DISPONIBLE,"contacto@fabrica-de-toldos.es","http://www.fabrica-de.toldos.es","ANGEL RIQUELME HERNADEZ","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","FABRICA DE TOLDOS",40.53856322,-3.65417885
"TOLDOS ALCOBENDAS","AV INDUSTRIA (DE LA) 8 - NAVE 22",28108,"POLIGONO INDUSTRIAL",916539039 /609936679,+34916624822,"david.sanchez@toldosalcobendas.com","http://www.toldosalcobendas.com","DAVID SANCHEZ MALDONADO","","TRATAMIENTO DEL METAL, CARPINTERIA METALICA, CERRAJERIA, PERSIANAS Y TOLDOS. SOLDADURAS","FABRICACION E INSTALACION DE TOLDOS Y TALLER DE CERRAJERIA DE ALUMINIO",40.53505709,-3.64384932
"TOLL MANUFACTURING SERVICES","CL ARAGONESES (DE LOS) 2",28108,"POLIGONO INDUSTRIAL",+34916611926,+34916615368,"comercial@tollpharma.es","http://www.tollpharma.es","SARA BERENGUER","","SECTOR MEDICO, FARMACEUTICO Y OPTICO","FABRICACION, ENVASADO Y COMERCIALIZACION  DE ESPECIALIDADES FARMACEUTICAS",40.52357421,-3.66093000
"TONKA POSTRES Y CHOCOLATES","CL JOSE ECHEGARAY (DE) 14 EDIF.A-2, PLANTA 3 LOCAL 1",28100,"PARQUE EMP. CASABLANCA",+34652621159,NO DISPONIBLE,"rftonka@gmail.com","NO DISPONIBLE","ROBERTO","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","ELABORACION DE POSTRES Y DULCES PARA RESTAURANTE",40.54240057,-3.65446836
"TOURON","CL GRANJA (DE LA) 16",28108,"POLIGONO INDUSTRIAL",+34916572773,916615789/916615049,"touron@touronsa.es","http://www.touron-nautica.com","FERNANDO GIQUEL ALCOCER","","MAYORISTAS","DISTRIBUIDOR DE EMBARCACIONES, MOTORES Y  ACCESORIOS",40.52840726,-3.65831419
"TOYOTA ESPAÑA","AV BRUSELAS (DE) 22",28108,"ARROYO DE LA VEGA",+34911513300,+34911513307,"marta.martin@toyota.es","http://www.toyota.es","MARTA MARTIN BAEZA","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","DISTRIBUCION Y COMERCIALIZACION DE VEHICULOS TOYOTA (OFICINAS CENTRALES)",40.53139952,-3.63838297
"TPI","AV INDUSTRIA (DE LA) 6 1º PLANTA",28108,"POLIGONO INDUSTRIAL",+34913396730,NO DISPONIBLE,"marta.jimenez@grupotpi.es","http://www.grupotpi.es","MARTA","","EDITORIALES","EDITORIAL PROFESIONAL DE REVISTA",40.53525212,-3.64306522
"TRADESEGUR","CL GRANJA (DE LA) 30",28108,"POLIGONO INDUSTRIAL",+34902422010,NO DISPONIBLE,"info@tradesegur.com","http://www.tradesegur.com","DAVID SERNA","","SERVICIOS DE SEGURIDAD, PREVENCION Y EMERGENCIAS. RIESGOS LABORALES","SEGURIDAD CIUDADANA, GALERIAS DE TIRO, SISTEMAS OCR, CONTROL DE VELOCIDAD",40.53131826,-3.65733509
"TRADING EXPORT IMPORT COMPANY, S.A.","CL GRANJA (DE LA) 33",28108,"POLIGONO INDUSTRIAL",+34916614177,+34916614251,"jerosu@jerosu.com","http://www.jerosu.com","JESUS RODRIGUEZ","","PRODUCCION Y DISTRIBUCION DE ALIMENTOS Y BEBIDAS","EXPORTACION E IMPORTACION DE PRODUCTOS DE ALIMENTACION",40.53289998,-3.65720263
"TRANSPORTES LARA, S.A.","CL SEPULVEDA (DE) 9",28108,"POLIGONO INDUSTRIAL",+34916610173,+34916610175,"info@transporteslara.com","http://www.transporteslara.com","JOSE MANUEL LARA","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","SERVICIOS DE TRANSPORTE POR CARRETERA DE PRODUCTOS ALIMENTICIOS Y LIQUIDOS",40.52725839,-3.65623539
"TRASPORTES Y MUDANZAS J. MORALEDA","CL GRANJA (DE LA) 92",28108,"POLIGONO INDUSTRIAL",916611467 /  649117675,NO DISPONIBLE,"jmoraledaehijos@yahoo.es","NO DISPONIBLE","ENRIQUE MORALEDA","","SERVICIOS DE TRANSPORTES, ALQUILER DE VEHICULOS Y GRUAS,  MENSAJERIA. MUDANZAS","TRANSPORTES Y MUDANZAS",40.53548263,-3.65588525
"TRASTEROS Y MINIALMACENES ALCOBENDAS","AV VALDELAPARRA (DE) 4 LOCALES 10, 11, 12",28100,"POLIGONO INDUSTRIAL",916618377 / 652971778,NO DISPONIBLE,"info.alcobendas@lostrasteros.es","NO DISPONIBLE","SILVIA NICOLETA","","LOGISTICA Y ALMACENAJE","ALQUILER DE TRASTEROS",40.53651893,-3.64164576
"TRAVEL CLUB","AV BRUSELAS (DE) 20 - 2ª PLANTA",28108,"ARROYO DE LA VEGA",902400400 / 913874200,+34913874239,"tledesma@travelclub.es","http://www.travelclub.es","PABLO RUIZ / TATIANA LEDESMA","","SERVICIOS A LA PROPIA EMPRESA. COWORKING","SERVICIOS DE MARKETING",40.53158505,-3.63750102
"TRAZOS PRODUCCION","CL ARAGONESES (DE LOS) 14",28108,"POLIGONO INDUSTRIAL",+34916639863,NO DISPONIBLE,"administracion@trazosproduccion.com","http://www.trazosproduccion.com","ALINA","","ARTES GRAFICAS, IMPRENTA, ENCUADERNACION, FOTOCOPIAS","ARTES GRAFICAS DE GRAN FORMATO. ROTULACION",40.52153854,-3.66339095
"TREFIL CABLE, S.L.","AV VALDELAPARRA (DE) 3",28108,"POLIGONO INDUSTRIAL",+34916617861,+34916617915,"info@trefilcable.com","http://www.trefilcable.com","JOAQUIN BLANCO LOPEZ","","FABRICACION, DISTRIBUCION Y ALQUILER DE SUMINISTROS A EMPRESAS","SUMINISTRO DE CABLES DE ACERO Y ESLINGAS, PULPOS, INOXIDABLES.",40.53737784,-3.64234265
"TROX ESPAÑA","CL GRANJA (DE LA) 15 - ATICO B (EDIF. BARMA)",28108,"POLIGONO INDUSTRIAL",917291388 /661304769,+34917292088,"dcentro@trox.es","http://www.trox.es","JOSE MANUEL HONTORIA","","CLIMATIZACION: CALEFACCION - AIRE ACONDICIONADO Y CHIMENEAS","FABRICACIÓN ELEMENTOS DE CLIMATIZACIÓN Y VENTILACIÓN",40.52911402,-3.65827511
"TRUCCO","CL VALPORTILLO I (DE) 2",28108,"POLIGONO INDUSTRIAL",+34914844400,+34914844420,"nlopez@trucco.es","http://www.trucco.es","NURIA LOPEZ GONZALEZ","","SECTOR TEXTIL","CONFECCION TEXTIL Y DISTRIBUCION",40.52982751,-3.65377906
"TRUMPF MAQUINARIA","CL VALPORTILLO I (DE) 1",28108,"POLIGONO INDUSTRIAL",916573665 - 916573662,+34916614213,"rrhh@es.trumpf.com","http://www.trumpf.es","DETLEF KRANICU","","PRODUCCION DE PIEZAS DE PRECISION. RODAMIENTOS","VENTA Y COMERCIALIZACION DE MAQUINARIA Y HERRAMIENTAS",40.52972504,-3.65401271
"TU HOMOLOGACION","CR FUENCARRAL (DE) 56 OFICINA 46, 1º Y 3º PLANTA",28108,"POLIGONO INDUSTRIAL",+34916626666,NO DISPONIBLE,"info@tuhomologacion.com","http://www.tuhomologacion.com","CARLOS","","REPARACION DE AUTOMOVILES Y OTROS VEHICULOS A MOTOR. ITV","HOMOLOGACION DE VEHICULOS",40.51888227,-3.65470622
"TU TRASTERO","CL REYES CATOLICOS (DE LOS) 12",28108,"POLIGONO INDUSTRIAL",+34914905212,NO DISPONIBLE,"informacion@tutrastero.com","http://www.tutrastero.com","FELIPE SOUSA GONçALVES","","INMOBILIARIAS Y CONSTRUCTORAS","ALQUILER DE INMUEBLES",40.53761447,-3.65476569
"TU WEB SOLUCIONES","CR FUENCARRAL (DE) 68",28108,"POLIGONO INDUSTRIAL",+34913088566,NO DISPONIBLE,"info@tuwebsoluciones.com","http://www.tuwebsoluciones.com","MARTA ARIAS","","INFORMATICA","INTERNET, DESARROLLO, IMPLANTACION, MANTENIMIENTO, POSICIONAMIENTO WEB, PORTALES, BUSCADORES, BLOGS, SOCIALMEDIA, GENERACION LEADS",40.51888227,-3.65470622
"TURISMOTOR","CL FRANCISCO GERVAS (DE) 1",28108,"POLIGONO INDUSTRIAL",+34910011000,NO DISPONIBLE,"info@turismotor.com","NO DISPONIBLE","JOSE MANUEL GRANDE","","VENTA DE VEHICULOS A MOTOR. CONCESIONARIO OFICIAL","VENTA Y REPARACION DE VEHICULOS A MOTOR",40.53042958,-3.65080103
"TUVANOR","CL VALGRANDE (DE) 14 - NAVES 32 Y 33",28108,"POLIGONO INDUSTRIAL",+34916618288,+34916618289,"tuvanor@tuvanor.com","http://www.tuvanor.com","JUAN ANTONIO ALMEIDA","","MATERIAL DE CONSTRUCCION, FONTANERIA.  SANEAMIENTOS, PUERTAS, ARMARIOS Y TOLDOS","COMERCIO AL POR MAYOR Y MENOR DE FONTANERIA  Y CALEFACCION",40.53849670,-3.64966662
"TYCCSA","AV VALDELAPARRA (DE) 33",28108,"POLIGONO INDUSTRIAL",+34916611534,+34916615354,"nortega@tyccsa.es","http://www.tyccsa.es","NICANOR ORTEGA","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","FABRICACION Y DISEÑO PRODUCTOS ELECTRONICOS",40.53903296,-3.64853432
"UNILCO","AV INDUSTRIA (DE LA) 4 -EDIF.0, ESC.2 BAJO LOCAL D",28108,"POLIGONO INDUSTRIAL",+34917451414,NO DISPONIBLE,"jfuente@unilco.com","http://www.unilco.com","JAIME DE LA FUENTE","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","CONSULTORIA DE EMPRESA FAMILIAR",40.53543008,-3.64232167
"UNIVERSIDAD EUROPEA MADRID","AV FERNANDO ALONSO 8",28108,"POLIGONO INDUSTRIAL",914905970/912115204,NO DISPONIBLE,"ana.mateo@universidadeuropea.es","http://www.universidadeuropea.es","ANA MATEO","","ELECTRICIDAD, ELECTRONICA, AUDIO Y TELECOMUNICACIONES","EDUCACION SUPERIOR",
"UNO DE 50","CL GUZMAN EL BUENO (DE) 6",28108,"POLIGONO INDUSTRIAL",914841468 / 618737863,+34914841465,"hr@unode50.com","http://www.unode50.com","DAVID HERNANDEZ MOLINA","","DISTRIBUCION DE DIVERSOS PRODUCTOS DE CONSUMO","DISTRIBUCCION DE BISUTERIA",40.52848303,-3.65649260
"UNOMASDOS","CR FUENCARRAL (DE) 56 3º PLANTA, OFICINA 84",28108,"POLIGONO INDUSTRIAL",+34912773712,NO DISPONIBLE,"clientes@unomasdos.com","http://www.unomasdos.com","CRISTINA","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ASESORIA CONSULTORIA",40.51888227,-3.65470622
"URICOM","CL RAMON Y CAJAL (DE) 5 - OFICINA 11",28100,"CENTRO DE EMPRESAS",+34630075030,NO DISPONIBLE,"davidur@uricom.es","NO DISPONIBLE","DAVID URIBAZO","","GESTORES, ASESORES, CONSULTORES, INGENIEROS Y ADMINISTRACION DE FINCAS","ASESORIA, CONSULTORIA, VENTA DE PRODUCTOS Y SERVICIOS TELECOMUNICACIONES E INFORMATICA",40.54250148,-3.65225970
"UVE  ALCOBENDAS","BL SALVADOR ALLENDE (DE) 10",28100,"CASCO URBANO",+34916524600,NO DISPONIBLE,"alcobendas@uvehoteles.com","http://www.uvehoteles.com","JOSE ANTONIO HIDALGO","","HOSTALES, CASAS DE HUESPEDES Y  HOTELES","HOTEL",40.53745261,-3.63461922
"V.I.P. FIESTA, S.L.","AV INDUSTRIA (DE LA) 6 NAVE 25",28108,"POLIGONO INDUSTRIAL",916623325 / 609025065,+34916621412,"info@vipfiesta.es","http://www.vipfiesta.es","DAVID HURTADO DE MENDOZA","","PUBLICIDAD, MARKETING, SONIDO, CINE, TV, FERIAS, EVENTOS  Y CONGRESOS","ALQUILER Y VENTA DE MATERIAL DE SONIDO E ILUMINACION",40.53525212,-3.64306522
